file_path,file_size,chunk_size,read_count,write_count,avg_read_size,avg_write_size,max_read_size,max_write_size,throughput_mbps,timestamp
/data/file_65.dat,58021137,524288,107,218,592254,237173,1578426,1550728,309.5965405900438,2025-04-13 20:56:37.090624
/data/file_66.dat,855255427,131072,140,224,537667,891612,537667,2060327,303.76380504003066,2025-04-13 20:57:37.090624
/data/file_67.dat,826548824,524288,814,397,690029,27878,690029,1612435,275.12534084349215,2025-04-13 20:58:37.090624
/data/file_68.dat,927181115,131072,180,30,869235,513588,869235,859353,81.22733865688252,2025-04-13 20:59:37.090624
/data/file_69.dat,272869389,131072,945,13,428245,818982,428245,1478362,90.4445832812723,2025-04-13 21:00:37.090624
/data/file_70.dat,251863281,131072,995,275,534158,858432,1610140,1293268,320.4104025465887,2025-04-13 21:01:37.090624
/data/file_71.dat,582658041,262144,192,14,207223,658320,1097155,658320,203.43135714600123,2025-04-13 21:02:37.090624
/data/file_72.dat,235612936,262144,992,476,146151,412904,1918016,713548,462.7706299599563,2025-04-13 21:03:37.090624
/data/file_73.dat,69623129,524288,373,382,624852,157341,1583698,1857231,232.9657418117625,2025-04-13 21:04:37.090624
/data/file_74.dat,420547124,131072,48,125,886862,954804,1885337,1267912,114.47665641618849,2025-04-13 21:05:37.090624
/data/file_75.dat,992729985,131072,536,129,808661,957196,1529816,1647038,371.6234750759162,2025-04-13 21:06:37.090624
/data/file_76.dat,792323411,262144,897,174,1047155,955924,1047155,955924,182.00903964845443,2025-04-13 21:07:37.090624
/data/file_77.dat,1036245083,131072,506,76,936539,126354,1905460,1170859,286.4616383101519,2025-04-13 21:08:37.090624
/data/file_78.dat,817747310,262144,525,156,529165,640052,1727566,640052,364.0247534773265,2025-04-13 21:09:37.090624
/data/file_79.dat,788159419,131072,358,212,118682,458514,843066,1467602,455.1188500409317,2025-04-13 21:10:37.090624
/data/file_80.dat,525198790,524288,991,53,454012,486712,897685,1587643,406.4860376607542,2025-04-13 21:11:37.090624
/data/file_81.dat,473480619,131072,930,158,293864,390424,404402,390424,354.36248054272585,2025-04-13 21:12:37.090624
/data/file_82.dat,1054075388,131072,406,351,535207,510677,786991,1350392,355.83493207781464,2025-04-13 21:13:37.090624
/data/file_83.dat,358368007,1048576,731,297,546873,428062,1444756,1810658,475.6660898144389,2025-04-13 21:14:37.090624
/data/file_84.dat,148746158,262144,170,72,1040155,997712,2087802,1732655,183.12084387344123,2025-04-13 21:15:37.090624
/data/file_85.dat,745644066,131072,25,54,175129,282806,1418487,293905,50.500442388284334,2025-04-13 21:16:37.090624
/data/file_86.dat,685324493,131072,502,156,516976,666646,796437,805775,172.37955172918942,2025-04-13 21:17:37.090624
/data/file_87.dat,606899280,1048576,435,23,295358,1010207,887651,1010207,148.0511208320348,2025-04-13 21:18:37.090624
/data/file_88.dat,38758307,1048576,117,104,104513,566717,1966689,1247014,347.82556330129916,2025-04-13 21:19:37.090624
/data/file_89.dat,783746609,262144,903,64,85912,388169,92573,1625795,335.17021989448807,2025-04-13 21:20:37.090624
/data/file_90.dat,699076455,1048576,459,171,681719,740361,1830936,740361,317.0576222171257,2025-04-13 21:21:37.090624
/data/file_91.dat,24075651,524288,320,206,279805,617955,849900,1038680,57.309549444254166,2025-04-13 21:22:37.090624
/data/file_92.dat,266095617,1048576,748,349,679810,124359,1884443,776415,377.95012450279137,2025-04-13 21:23:37.090624
/data/file_93.dat,753337341,524288,179,150,178119,923189,202176,923189,195.58868561847117,2025-04-13 21:24:37.090624
/data/file_94.dat,87240069,262144,555,407,881707,1046067,1117040,2009575,349.275195052984,2025-04-13 21:25:37.090624
/data/file_95.dat,894151221,262144,423,168,552032,553619,1552684,567180,300.46029282596896,2025-04-13 21:26:37.090624
/data/file_96.dat,201667689,262144,260,462,448041,4255,1754179,1018732,204.22891644255822,2025-04-13 21:27:37.090624
/data/file_97.dat,291819267,262144,768,485,46067,671601,1004550,1180496,110.55932019684849,2025-04-13 21:28:37.090624
/data/file_98.dat,794992437,262144,790,443,22754,1002509,746288,2041840,92.48850394721643,2025-04-13 21:29:37.090624
/data/file_99.dat,135538140,524288,150,246,25349,167089,2096264,861412,424.1832499005006,2025-04-13 21:30:37.090624
/data/file_100.dat,944157374,524288,283,73,461478,371099,461478,1652101,463.2788939367011,2025-04-13 21:31:37.090624
/data/file_101.dat,397408657,262144,425,179,183731,151405,860242,1487826,342.4046210439348,2025-04-13 21:32:37.090624
/data/file_102.dat,108993241,1048576,617,53,161558,111603,272256,1726028,96.54535168721752,2025-04-13 21:33:37.090624
/data/file_103.dat,858986027,131072,748,487,354904,929844,1162889,929844,230.91224759970834,2025-04-13 21:34:37.090624
/data/file_104.dat,814940321,262144,900,112,711034,18839,711034,874683,378.02264004732075,2025-04-13 21:35:37.090624
/data/file_105.dat,624464073,1048576,48,230,214193,756558,609352,1582937,400.91939780453066,2025-04-13 21:36:37.090624
/data/file_106.dat,623077309,131072,823,165,632234,50197,1924332,2007309,103.19838003098987,2025-04-13 21:37:37.090624
/data/file_107.dat,759792611,262144,38,123,954258,246813,954258,927326,50.01382348042209,2025-04-13 21:38:37.090624
/data/file_108.dat,421525773,262144,967,153,666308,649918,666308,1863989,370.46167064627224,2025-04-13 21:39:37.090624
/data/file_109.dat,977174366,524288,486,469,524594,350467,654239,1444995,210.46827919379254,2025-04-13 21:40:37.090624
/data/file_110.dat,739242799,131072,327,154,230154,234700,425759,234700,164.5165992282171,2025-04-13 21:41:37.090624
/data/file_111.dat,329788686,131072,254,436,662007,191546,1349893,1795622,55.80386140528645,2025-04-13 21:42:37.090624
/data/file_112.dat,381120967,1048576,757,297,862475,861654,1917103,861654,293.13473304267484,2025-04-13 21:43:37.090624
/data/file_113.dat,303603149,524288,706,147,589385,846599,1914021,846599,433.0178309416918,2025-04-13 21:44:37.090624
/data/file_114.dat,842788566,524288,281,423,184327,730577,1428112,1690444,480.93424082266455,2025-04-13 21:45:37.090624
/data/file_115.dat,90531067,524288,449,480,126871,341003,2077513,341003,304.5852277759801,2025-04-13 21:46:37.090624
/data/file_116.dat,195298296,524288,757,459,973307,491126,973307,519354,281.5075974829524,2025-04-13 21:47:37.090624
/data/file_117.dat,908025533,131072,248,164,561627,763806,648986,763806,88.2753734701585,2025-04-13 21:48:37.090624
/data/file_118.dat,324589863,131072,386,15,681256,409549,2058293,1322174,296.9927606941699,2025-04-13 21:49:37.090624
/data/file_119.dat,407068372,262144,275,142,866467,675105,1659569,675105,220.99058553442757,2025-04-13 21:50:37.090624
/data/file_120.dat,596662991,262144,935,461,324068,172881,1469858,915575,323.21087639760964,2025-04-13 21:51:37.090624
/data/file_121.dat,1063280364,524288,930,82,265812,208631,1763059,917723,224.92685654444603,2025-04-13 21:52:37.090624
/data/file_122.dat,92741969,524288,368,81,404551,704865,1457658,1138740,158.13460555266505,2025-04-13 21:53:37.090624
/data/file_123.dat,171524974,524288,349,445,272950,183934,1369428,1394397,92.73437385276942,2025-04-13 21:54:37.090624
/data/file_124.dat,339223604,262144,398,258,418696,574538,2096254,1111490,191.71330006500307,2025-04-13 21:55:37.090624
/data/file_125.dat,373642007,1048576,586,413,942638,273256,942638,1932699,93.49017542948852,2025-04-13 21:56:37.090624
/data/file_126.dat,459550617,1048576,999,262,176014,476875,1843099,476875,129.60362787079276,2025-04-13 21:57:37.090624
/data/file_127.dat,925563096,262144,698,324,223151,446000,2068846,955628,494.3012713607957,2025-04-13 21:58:37.090624
/data/file_128.dat,133911291,262144,12,295,989421,880206,1772814,1325813,249.8466006079784,2025-04-13 21:59:37.090624
/data/file_129.dat,460757179,262144,438,267,304231,902584,1544835,902584,289.34229492725746,2025-04-13 22:00:37.090624
/data/file_130.dat,184426875,262144,151,89,738513,582622,1388124,1549007,443.1283379317469,2025-04-13 22:01:37.090624
/data/file_131.dat,112714220,262144,385,150,1034793,324848,1034793,324848,498.0060052208095,2025-04-13 22:02:37.090624
/data/file_132.dat,606313512,262144,679,327,404283,617465,1310792,1448543,312.2215022051067,2025-04-13 22:03:37.090624
/data/file_133.dat,199791772,524288,333,46,426451,251740,1712026,1580028,415.61321946987727,2025-04-13 22:04:37.090624
/data/file_134.dat,225232910,524288,155,378,875973,953497,1146777,1907109,197.12346095150386,2025-04-13 22:05:37.090624
/data/file_135.dat,710864684,524288,967,129,212235,841489,732050,867015,187.584780851281,2025-04-13 22:06:37.090624
/data/file_136.dat,321241152,524288,302,171,84353,203871,431351,747766,231.2166744475521,2025-04-13 22:07:37.090624
/data/file_137.dat,68206424,262144,674,429,482054,966357,729947,1982535,352.6282682031421,2025-04-13 22:08:37.090624
/data/file_138.dat,1018470214,1048576,441,245,828239,817445,828239,817445,356.98626016479443,2025-04-13 22:09:37.090624
/data/file_139.dat,745802248,131072,714,463,10626,944336,12330,1824952,191.85774559225285,2025-04-13 22:10:37.090624
/data/file_140.dat,96589143,262144,958,491,277356,818518,2075000,818518,109.94446586148291,2025-04-13 22:11:37.090624
/data/file_141.dat,623309952,131072,984,284,594178,66647,1147944,1541663,334.5783154094789,2025-04-13 22:12:37.090624
/data/file_142.dat,854525931,1048576,594,192,921882,979761,1394857,1592930,107.74663798494403,2025-04-13 22:13:37.090624
/data/file_143.dat,187828871,524288,408,306,214641,739079,798641,1805193,310.32162870319854,2025-04-13 22:14:37.090624
/data/file_144.dat,24765911,1048576,826,23,661354,681896,805075,881026,362.03995762533907,2025-04-13 22:15:37.090624
/data/file_145.dat,61520958,262144,898,72,532519,170373,1775084,1857279,365.2751733775032,2025-04-13 22:16:37.090624
/data/file_146.dat,282203274,524288,353,222,928229,1042756,928229,1042756,389.06244979681856,2025-04-13 22:17:37.090624
/data/file_147.dat,855070194,262144,973,106,375712,84907,804902,343115,442.78673970454906,2025-04-13 22:18:37.090624
/data/file_148.dat,889494096,524288,149,46,915675,783224,915675,783224,274.9815463841548,2025-04-13 22:19:37.090624
/data/file_149.dat,908755335,131072,196,292,482432,845631,482432,1983290,378.61213528830706,2025-04-13 22:20:37.090624
/data/file_150.dat,984626850,131072,814,171,779254,468124,779254,1701662,328.6277309146265,2025-04-13 22:21:37.090624
/data/file_151.dat,173601186,131072,70,113,617471,963227,926830,2023772,133.98797290895715,2025-04-13 22:22:37.090624
/data/file_152.dat,92404000,1048576,948,498,724487,372362,1906143,372362,61.56034019123368,2025-04-13 22:23:37.090624
/data/file_153.dat,456143226,262144,389,40,823908,238200,1676723,1068868,178.04362355462018,2025-04-13 22:24:37.090624
/data/file_154.dat,319067908,1048576,719,236,920479,547392,920479,1375933,249.36516785192873,2025-04-13 22:25:37.090624
/data/file_155.dat,758255081,131072,816,233,1034107,206442,1034107,1040691,327.6976749928953,2025-04-13 22:26:37.090624
/data/file_156.dat,466905318,262144,449,357,283311,560786,1422910,1731928,432.4816987264424,2025-04-13 22:27:37.090624
/data/file_157.dat,649919481,131072,328,168,24170,188552,68320,1447038,138.31057251777452,2025-04-13 22:28:37.090624
/data/file_158.dat,498702376,1048576,311,391,750180,788378,750180,1251240,106.4974054543147,2025-04-13 22:29:37.090624
/data/file_159.dat,709544987,1048576,353,77,596227,403105,816493,887070,483.56597636344736,2025-04-13 22:30:37.090624
/data/file_160.dat,486824070,1048576,20,140,43997,500139,1290308,1872637,98.6200517193832,2025-04-13 22:31:37.090624
/data/file_161.dat,430710984,131072,71,357,277445,140739,2091306,242388,265.3209815482351,2025-04-13 22:32:37.090624
/data/file_162.dat,530609991,262144,854,383,977261,494179,977261,494179,313.5036779569858,2025-04-13 22:33:37.090624
/data/file_163.dat,857682699,262144,235,74,915189,937809,915189,2020947,293.6184894083472,2025-04-13 22:34:37.090624
/data/file_164.dat,348502945,131072,162,429,796434,117646,796434,683494,88.71447066482443,2025-04-13 22:35:37.090624
/data/file_165.dat,410831904,262144,720,491,399903,488242,1591498,488242,75.66211130162871,2025-04-13 22:36:37.090624
/data/file_166.dat,274029615,131072,573,200,916104,964748,1916988,964748,97.46754235746604,2025-04-13 22:37:37.090624
/data/file_167.dat,519959030,262144,781,273,591371,95314,1962929,915843,313.51445774267563,2025-04-13 22:38:37.090624
/data/file_168.dat,262965654,524288,580,53,984970,137392,1346498,717324,294.95519943544446,2025-04-13 22:39:37.090624
/data/file_169.dat,726216253,524288,593,320,346925,504005,346925,1859116,155.1833564165349,2025-04-13 22:40:37.090624
/data/file_170.dat,323958487,1048576,669,134,376694,522863,1238329,522863,336.9983638305162,2025-04-13 22:41:37.090624
/data/file_171.dat,713679652,524288,870,448,371727,183863,1795232,797609,419.0303759250422,2025-04-13 22:42:37.090624
/data/file_172.dat,987199586,524288,584,9,582784,911307,582784,911307,68.71053193096719,2025-04-13 22:43:37.090624
/data/file_173.dat,393169579,524288,319,432,160318,395954,337423,1261488,274.15847459661904,2025-04-13 22:44:37.090624
/data/file_174.dat,591853415,131072,894,31,35948,769444,414033,1622291,360.1896854462106,2025-04-13 22:45:37.090624
/data/file_175.dat,107227861,524288,252,164,964470,244112,964470,289267,163.5403671813592,2025-04-13 22:46:37.090624
/data/file_176.dat,590372826,524288,502,153,517108,36537,1377583,1149644,188.49690738191708,2025-04-13 22:47:37.090624
/data/file_177.dat,264087074,1048576,375,268,843284,242134,843284,532816,326.13705634522273,2025-04-13 22:48:37.090624
/data/file_178.dat,955454400,524288,339,234,381597,698585,493193,837557,454.0708820496816,2025-04-13 22:49:37.090624
/data/file_179.dat,571965154,524288,116,204,647436,759708,861521,1010595,414.4659891363047,2025-04-13 22:50:37.090624
/data/file_180.dat,514701924,262144,235,54,60577,852896,1738277,1364448,312.4085985948126,2025-04-13 22:51:37.090624
/data/file_181.dat,953294766,1048576,834,71,791811,1031995,2034302,1031995,378.5997729907621,2025-04-13 22:52:37.090624
/data/file_182.dat,916927949,1048576,227,304,37787,620506,995602,631694,214.1701115935094,2025-04-13 22:53:37.090624
/data/file_183.dat,425880194,1048576,946,385,398437,48856,1455267,1238988,338.434487644441,2025-04-13 22:54:37.090624
/data/file_184.dat,47369984,1048576,762,62,202233,289718,409018,289718,259.78171600740063,2025-04-13 22:55:37.090624
/data/file_185.dat,953369604,1048576,515,263,554554,918409,554554,918409,135.4712614059024,2025-04-13 22:56:37.090624
/data/file_186.dat,264232153,1048576,268,346,536822,862382,1333836,1256505,365.7822232447657,2025-04-13 22:57:37.090624
/data/file_187.dat,1014596086,131072,897,330,810623,884758,810623,1160519,300.40908680696987,2025-04-13 22:58:37.090624
/data/file_188.dat,91101950,524288,783,134,675610,351956,675610,1423345,211.37971187911612,2025-04-13 22:59:37.090624
/data/file_189.dat,27111821,1048576,526,219,405316,671636,2050434,1128154,460.10263553538385,2025-04-13 23:00:37.090624
/data/file_190.dat,1048142694,524288,782,176,800280,102634,800280,102634,59.42035302202997,2025-04-13 23:01:37.090624
/data/file_191.dat,174709530,524288,63,262,59522,543756,1844069,1424662,192.0979180622732,2025-04-13 23:02:37.090624
/data/file_192.dat,98685320,131072,56,106,244064,820324,891712,1920685,75.59662899994095,2025-04-13 23:03:37.090624
/data/file_193.dat,905838798,1048576,736,213,293059,979872,1844214,979872,394.93729229973223,2025-04-13 23:04:37.090624
/data/file_194.dat,763581454,262144,698,295,499480,515607,542583,515607,365.94835435120666,2025-04-13 23:05:37.090624
/data/file_195.dat,477321049,131072,530,358,882579,225131,1532506,893242,199.10849843134267,2025-04-13 23:06:37.090624
/data/file_196.dat,110222889,262144,108,475,525217,889354,1953517,1527257,354.04830599318285,2025-04-13 23:07:37.090624
/data/file_197.dat,814242683,524288,29,290,159385,386832,2070279,730222,228.17175178817743,2025-04-13 23:08:37.090624
/data/file_198.dat,464438732,524288,899,120,265597,359875,434866,1002170,390.31420614009545,2025-04-13 23:09:37.090624
/data/file_199.dat,867425970,131072,762,268,523261,639406,1016301,639406,254.38264823151772,2025-04-13 23:10:37.090624
/data/file_200.dat,136035902,131072,582,154,223876,582424,223876,1277862,235.5258775242495,2025-04-13 23:11:37.090624
/data/file_201.dat,627098463,262144,900,304,299234,865885,1080016,865885,470.62846196973544,2025-04-13 23:12:37.090624
/data/file_202.dat,586926822,1048576,499,446,674492,730824,1539144,2065904,162.8955949508151,2025-04-13 23:13:37.090624
/data/file_203.dat,969006320,262144,428,40,736731,606740,736731,606740,104.20130299845445,2025-04-13 23:14:37.090624
/data/file_204.dat,277455411,131072,699,457,101852,282451,2003333,1390040,313.0444009667562,2025-04-13 23:15:37.090624
/data/file_205.dat,272815100,262144,859,337,446728,371666,1736298,1468092,486.1948155278805,2025-04-13 23:16:37.090624
/data/file_206.dat,37859423,131072,71,481,931187,272082,1064792,847119,220.027646177234,2025-04-13 23:17:37.090624
/data/file_207.dat,840783747,262144,154,291,1031653,460427,1031653,460427,77.91654363295169,2025-04-13 23:18:37.090624
/data/file_208.dat,677791453,131072,225,307,99761,857380,1291632,1936385,202.68737028930536,2025-04-13 23:19:37.090624
/data/file_209.dat,599472612,131072,12,315,660101,391977,1929147,740085,277.6692444438013,2025-04-13 23:20:37.090624
/data/file_210.dat,1071750550,131072,169,212,166098,312208,1231643,1286865,122.86535298449617,2025-04-13 23:21:37.090624
/data/file_211.dat,449517798,1048576,748,110,265787,808036,944992,982526,346.14599812542144,2025-04-13 23:22:37.090624
/data/file_212.dat,689887980,262144,790,450,610219,157173,1410741,1000336,498.9872250545903,2025-04-13 23:23:37.090624
/data/file_213.dat,172164750,262144,129,162,126328,58671,1935908,2026781,253.2827641916497,2025-04-13 23:24:37.090624
/data/file_214.dat,24890538,262144,902,125,951690,478054,1929864,478054,209.6278505285957,2025-04-13 23:25:37.090624
/data/file_215.dat,873189916,131072,98,59,746945,678427,1468241,678427,230.31687507550998,2025-04-13 23:26:37.090624
/data/file_216.dat,983729187,262144,338,404,449454,422911,1200695,1751647,101.8157802778405,2025-04-13 23:27:37.090624
/data/file_217.dat,829348364,262144,589,16,247147,484904,1141946,1368561,447.47312064180073,2025-04-13 23:28:37.090624
/data/file_218.dat,331674783,131072,919,149,161643,595298,1055572,1746652,236.6715449846084,2025-04-13 23:29:37.090624
/data/file_219.dat,425672518,524288,366,404,416200,777518,895745,777518,224.27348514117858,2025-04-13 23:30:37.090624
/data/file_220.dat,171779770,131072,619,400,572116,595439,1573308,1746013,346.86062281871347,2025-04-13 23:31:37.090624
/data/file_221.dat,837643506,262144,276,140,741079,616081,814649,616081,248.91503941900558,2025-04-13 23:32:37.090624
/data/file_222.dat,693488725,131072,626,472,312545,634623,1454442,1288972,341.70506096353074,2025-04-13 23:33:37.090624
/data/file_223.dat,561403675,524288,961,7,705493,239565,1120378,365738,77.65083055885438,2025-04-13 23:34:37.090624
/data/file_224.dat,772844097,131072,332,148,537730,127202,1651899,825300,416.17550467500234,2025-04-13 23:35:37.090624
/data/file_225.dat,535145129,262144,644,34,791115,795883,791115,858717,473.22677879573115,2025-04-13 23:36:37.090624
/data/file_226.dat,250673708,524288,997,241,16859,844648,1533945,1497748,341.9444237717237,2025-04-13 23:37:37.090624
/data/file_227.dat,197043773,1048576,550,283,194333,471931,1761959,471931,479.55466798646484,2025-04-13 23:38:37.090624
/data/file_228.dat,574013368,262144,658,352,766937,304582,766937,349750,118.14454146648349,2025-04-13 23:39:37.090624
/data/file_229.dat,454142964,524288,204,119,860143,1007592,1543793,1007592,264.83728526615914,2025-04-13 23:40:37.090624
/data/file_230.dat,522717829,524288,930,108,433428,1000460,1711355,1412007,320.81303027545124,2025-04-13 23:41:37.090624
/data/file_231.dat,888107803,1048576,747,122,649371,6353,1488490,775634,311.781491339534,2025-04-13 23:42:37.090624
/data/file_232.dat,231568411,131072,341,9,220919,293604,1062436,1653363,230.65780059006946,2025-04-13 23:43:37.090624
/data/file_233.dat,939243115,131072,179,472,95449,684428,1279310,684428,202.13798421481764,2025-04-13 23:44:37.090624
/data/file_234.dat,802360875,262144,530,364,225469,115811,225469,1938632,107.07081014768846,2025-04-13 23:45:37.090624
/data/file_235.dat,716203347,1048576,472,252,361888,30750,1916433,302259,226.2841027530252,2025-04-13 23:46:37.090624
/data/file_236.dat,613334813,131072,49,368,553940,740225,553940,740225,123.1973667974683,2025-04-13 23:47:37.090624
